FL_DATE,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,LAT,LONG,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1/12/2015,EV,4748,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,2135,2305,90,1,13,2318,2,7,2243,9,86,86,0,0,68,64,199,0,0,0,0,86
1/12/2015,EV,4962,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ROA,"Roanoke, VA",VA,1216,1324,68,1,19,1343,1432,5,1335,1437,62,62,0,0,79,73,357,51,0,0,0,11
1/12/2015,EV,4962,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,1400,1503,63,1,31,1534,1656,8,1529,1704,95,95,0,0,89,121,357,33,0,32,0,30
1/12/2015,EV,4983,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,IAD,"Washington, DC",VA,1945,1950,5,0,14,2004,2305,6,2305,2311,6,6,0,0,140,141,908,,,,,
1/12/2015,EV,4995,LGA,"New York, NY",40.777245,-73.872608,NY,CHO,"Charlottesville, VA",VA,2045,2052,7,0,36,2128,2228,2,2215,2230,15,15,0,0,90,98,305,0,0,8,0,7
1/12/2015,EV,4998,CHO,"Charlottesville, VA",38.138639,-78.452861,VA,LGA,"New York, NY",NY,706,,,,,,,,825,,,,1,0,79,,305,,,,,
1/12/2015,EV,5013,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,1515,1512,0,0,21,1533,1651,3,1653,1654,1,1,0,0,98,102,508,,,,,
1/12/2015,EV,5013,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1718,1843,85,1,11,1854,2024,12,1915,2036,81,81,0,0,117,113,508,80,0,0,0,1
1/12/2015,EV,5019,BOS,"Boston, MA",42.364347,-71.005181,MA,RIC,"Richmond, VA",VA,700,650,0,0,16,706,835,5,854,840,-14,0,0,0,114,110,474,,,,,
1/12/2015,EV,4909,RIC,"Richmond, VA",37.505167,-77.319667,VA,BOS,"Boston, MA",MA,1215,1243,28,1,11,1254,1402,5,1349,1407,18,18,0,0,94,84,474,18,0,0,0,0
1/12/2015,EV,4936,DTW,"Detroit, MI",42.212444,-83.353389,MI,ORF,"Norfolk, VA",VA,1945,2107,82,1,10,2117,2238,3,2138,2241,63,63,0,0,113,94,529,0,0,0,0,63
1/12/2015,EV,5050,RIC,"Richmond, VA",37.505167,-77.319667,VA,LGA,"New York, NY",NY,615,,,,,,,,733,,,,1,0,78,,292,,,,,
1/12/2015,EV,5114,BOS,"Boston, MA",42.364347,-71.005181,MA,RIC,"Richmond, VA",VA,1430,1451,21,1,10,1501,1638,5,1616,1643,27,27,0,0,106,112,474,9,0,6,0,12
1/12/2015,EV,5139,DTW,"Detroit, MI",42.212444,-83.353389,MI,DCA,"Washington, DC",VA,2135,2138,3,0,34,2212,2328,13,2308,2341,33,33,0,0,93,123,405,3,0,30,0,0
1/12/2015,EV,5143,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ROA,"Roanoke, VA",VA,909,918,9,0,31,949,1040,5,1030,1045,15,15,0,0,81,87,357,9,0,6,0,0
1/12/2015,EV,5143,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,1055,1105,10,0,10,1115,1221,9,1220,1230,10,10,0,0,85,85,357,,,,,
1/12/2015,EV,5145,LGA,"New York, NY",40.777245,-73.872608,NY,RIC,"Richmond, VA",VA,1530,1527,0,0,24,1551,1654,6,1708,1700,-8,0,0,0,98,93,292,,,,,
1/12/2015,EV,5236,ORF,"Norfolk, VA",36.894611,-76.201222,VA,DTW,"Detroit, MI",MI,1112,1108,0,0,7,1115,1247,5,1315,1252,-23,0,0,0,123,104,529,,,,,
1/12/2015,EV,5246,ATL,"Atlanta, GA",33.636719,-84.428067,GA,CHO,"Charlottesville, VA",VA,1026,1024,0,0,27,1051,1157,3,1155,1200,5,5,0,0,89,96,457,,,,,
1/12/2015,EV,5246,CHO,"Charlottesville, VA",38.138639,-78.452861,VA,ATL,"Atlanta, GA",GA,1225,1231,6,0,8,1239,1411,7,1409,1418,9,9,0,0,104,107,457,,,,,
1/12/2015,EV,5218,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,2101,2134,33,1,13,2147,2253,3,2235,2256,21,21,0,0,94,82,508,0,0,0,0,21
1/12/2015,EV,5219,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,625,622,0,0,12,634,819,12,822,831,9,9,0,0,117,129,508,,,,,
1/12/2015,EV,5273,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,1141,1137,0,0,40,1217,1328,6,1318,1334,16,16,0,0,97,117,508,0,0,16,0,0
1/12/2015,EV,5273,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1343,1402,19,1,84,1526,1703,9,1540,1712,92,92,0,0,117,190,508,19,0,73,0,0
1/12/2015,EV,5277,RIC,"Richmond, VA",37.505167,-77.319667,VA,DTW,"Detroit, MI",MI,600,555,0,0,16,611,735,17,801,752,-9,0,0,0,121,117,456,,,,,
1/12/2015,EV,5287,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,RIC,"Richmond, VA",VA,1918,1955,37,1,16,2011,2313,6,2245,2319,34,34,0,0,147,144,970,0,0,0,0,34
1/12/2015,EV,5288,RIC,"Richmond, VA",37.505167,-77.319667,VA,MSP,"Minneapolis, MN",MN,852,1056,124,1,9,1105,1221,4,1045,1225,100,100,0,0,173,149,970,100,0,0,0,0
1/12/2015,EV,5337,LGA,"New York, NY",40.777245,-73.872608,NY,RIC,"Richmond, VA",VA,1900,1856,0,0,52,1948,2048,4,2030,2052,22,22,0,0,90,116,292,0,0,22,0,0
1/12/2015,EV,5339,DCA,"Washington, DC",38.852083,-77.037722,VA,DTW,"Detroit, MI",MI,605,604,0,0,12,616,723,10,743,733,-10,0,0,0,98,89,405,,,,,
1/12/2015,EV,5343,RIC,"Richmond, VA",37.505167,-77.319667,VA,BOS,"Boston, MA",MA,632,639,7,0,27,706,820,8,812,828,16,16,0,0,100,109,474,7,0,9,0,0
1/12/2015,EV,5496,ATL,"Atlanta, GA",33.636719,-84.428067,GA,CHO,"Charlottesville, VA",VA,1445,1741,176,1,21,1802,1906,3,1609,1909,180,180,0,0,84,88,457,1,0,4,0,175
1/12/2015,EV,5496,CHO,"Charlottesville, VA",38.138639,-78.452861,VA,ATL,"Atlanta, GA",GA,1638,1946,188,1,21,2007,2134,6,1819,2140,201,201,0,0,101,114,457,21,0,13,0,167
1/12/2015,EV,5499,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,905,901,0,0,26,927,1035,3,1040,1038,-2,0,0,0,95,97,508,,,,,
1/12/2015,EV,5499,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1105,1107,2,0,9,1116,1256,11,1301,1307,6,6,0,0,116,120,508,,,,,
1/12/2015,EV,5509,LGA,"New York, NY",40.777245,-73.872608,NY,ORF,"Norfolk, VA",VA,905,904,0,0,12,916,1016,3,1037,1019,-18,0,0,0,92,75,296,,,,,
1/12/2015,EV,5685,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,940,933,0,0,22,955,1121,6,1126,1127,1,1,0,0,106,114,534,,,,,
1/12/2015,EV,5686,BDL,"Hartford, CT",41.938889,-72.683222,CT,IAD,"Washington, DC",VA,1427,1438,11,0,11,1449,1554,6,1605,1600,-5,0,0,0,98,82,326,,,,,
1/12/2015,EV,5407,RIC,"Richmond, VA",37.505167,-77.319667,VA,BOS,"Boston, MA",MA,1700,1703,3,0,13,1716,1824,5,1836,1829,-7,0,0,0,96,86,474,,,,,
1/12/2015,EV,5416,RIC,"Richmond, VA",37.505167,-77.319667,VA,LGA,"New York, NY",NY,1000,1022,22,1,16,1038,1138,6,1122,1144,22,22,0,0,82,82,292,22,0,0,0,0
1/12/2015,EV,5605,DTW,"Detroit, MI",42.212444,-83.353389,MI,RIC,"Richmond, VA",VA,1935,2009,34,1,14,2023,2154,16,2114,2210,56,56,0,0,99,121,456,28,0,22,0,6
1/12/2015,EV,5596,BOS,"Boston, MA",42.364347,-71.005181,MA,RIC,"Richmond, VA",VA,1915,1918,3,0,23,1941,2109,6,2107,2115,8,8,0,0,112,117,474,,,,,
1/12/2015,EV,5743,IAD,"Washington, DC",38.944533,-77.455811,VA,CAE,"Columbia, SC",SC,2154,2250,56,1,17,2307,20,5,2325,25,60,60,0,0,91,95,401,56,0,4,0,0
1/12/2015,EV,5745,IAD,"Washington, DC",38.944533,-77.455811,VA,BDL,"Hartford, CT",CT,1232,1228,0,0,41,1309,1402,3,1350,1405,15,15,0,0,78,97,326,0,0,15,0,0
1/12/2015,EV,5747,LGA,"New York, NY",40.777245,-73.872608,NY,IAD,"Washington, DC",VA,603,602,0,0,20,622,707,6,723,713,-10,0,0,0,80,71,229,,,,,
1/12/2015,EV,5756,IAD,"Washington, DC",38.944533,-77.455811,VA,PIT,"Pittsburgh, PA",PA,1250,1245,0,0,11,1256,1339,6,1352,1345,-7,0,0,0,62,60,182,,,,,
1/12/2015,EV,5756,PVD,"Providence, RI",41.732581,-71.420383,RI,IAD,"Washington, DC",VA,920,913,0,0,9,922,1035,6,1058,1041,-17,0,0,0,98,88,372,,,,,
1/12/2015,EV,5767,PIT,"Pittsburgh, PA",40.491467,-80.232872,PA,IAD,"Washington, DC",VA,1942,2027,45,1,24,2051,2129,11,2049,2140,51,51,0,0,67,73,182,0,0,6,0,45
1/12/2015,EV,5769,LGA,"New York, NY",40.777245,-73.872608,NY,IAD,"Washington, DC",VA,1922,1923,1,0,30,1953,2047,7,2048,2054,6,6,0,0,86,91,229,,,,,
1/12/2015,EV,5524,LGA,"New York, NY",40.777245,-73.872608,NY,RIC,"Richmond, VA",VA,820,,,,,,,,1002,,,,1,0,102,,292,,,,,
1/12/2015,EV,5540,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ROA,"Roanoke, VA",VA,1454,1703,129,1,28,1731,1823,4,1618,1827,129,129,0,0,84,84,357,0,0,0,0,129
1/12/2015,EV,5540,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,1645,1851,126,1,28,1919,2031,8,1814,2039,145,145,0,0,89,108,357,16,0,19,0,110
1/12/2015,EV,5556,IAD,"Washington, DC",38.944533,-77.455811,VA,MSP,"Minneapolis, MN",MN,725,723,0,0,22,745,905,19,919,924,5,5,0,0,174,181,908,,,,,
1/12/2015,EV,5558,DTW,"Detroit, MI",42.212444,-83.353389,MI,RIC,"Richmond, VA",VA,1415,1413,0,0,23,1436,1550,6,1557,1556,-1,0,0,0,102,103,456,,,,,
1/12/2015,EV,5558,RIC,"Richmond, VA",37.505167,-77.319667,VA,DTW,"Detroit, MI",MI,1644,1634,0,0,10,1644,1803,7,1839,1810,-29,0,0,0,115,96,456,,,,,
1/12/2015,EV,5864,IAD,"Washington, DC",38.944533,-77.455811,VA,BDL,"Hartford, CT",CT,1712,1715,3,0,17,1732,1826,5,1832,1831,-1,0,0,0,80,76,326,,,,,
1/12/2015,EV,5864,SAV,"Savannah, GA",32.127583,-81.202139,GA,IAD,"Washington, DC",VA,1430,,,,,,,,1610,,,,1,0,100,,515,,,,,
1/12/2015,EV,5262,RIC,"Richmond, VA",37.505167,-77.319667,VA,LGA,"New York, NY",NY,1743,1741,0,0,36,1817,1904,16,1903,1920,17,17,0,0,80,99,292,0,0,17,0,0
1/12/2015,EV,5356,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,1352,1352,0,0,16,1408,1521,3,1525,1524,-1,0,0,0,93,92,508,,,,,
1/12/2015,EV,5356,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1550,1643,53,1,12,1655,1835,8,1745,1843,58,58,0,0,115,120,508,53,0,5,0,0
1/12/2015,EV,5686,IAD,"Washington, DC",38.944533,-77.455811,VA,PIT,"Pittsburgh, PA",PA,1719,1903,104,1,19,1922,1959,6,1821,2005,104,104,0,0,62,62,182,104,0,0,0,0
1/12/2015,EV,5689,IAD,"Washington, DC",38.944533,-77.455811,VA,CAE,"Columbia, SC",SC,1231,1228,0,0,21,1249,1359,3,1402,1402,0,0,0,0,91,94,401,,,,,
1/12/2015,EV,5689,LGA,"New York, NY",40.777245,-73.872608,NY,IAD,"Washington, DC",VA,1015,1010,0,0,14,1024,1114,7,1140,1121,-19,0,0,0,85,71,229,,,,,
1/12/2015,EV,5696,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,2153,2201,8,0,25,2226,2351,6,2340,2357,17,17,0,0,107,116,534,8,0,9,0,0
1/12/2015,EV,5698,BDL,"Hartford, CT",41.938889,-72.683222,CT,IAD,"Washington, DC",VA,555,548,0,0,31,619,726,5,723,731,8,8,0,0,88,103,326,,,,,
1/12/2015,EV,5698,IAD,"Washington, DC",38.944533,-77.455811,VA,PIT,"Pittsburgh, PA",PA,837,,,,,,,,939,,,,1,0,62,,182,,,,,
1/12/2015,EV,5703,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1400,1358,0,0,22,1420,1542,5,1546,1547,1,1,0,0,106,109,534,,,,,
1/12/2015,EV,5713,IAD,"Washington, DC",38.944533,-77.455811,VA,LGA,"New York, NY",NY,1231,1303,32,1,24,1327,1410,28,1356,1438,42,42,0,0,85,95,229,0,0,42,0,0
1/12/2015,EV,5721,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,832,842,10,0,31,913,1048,6,1034,1054,20,20,0,0,122,132,534,0,0,20,0,0
1/12/2015,EV,5721,PIT,"Pittsburgh, PA",40.491467,-80.232872,PA,IAD,"Washington, DC",VA,601,600,0,0,11,611,644,5,708,649,-19,0,0,0,67,49,182,,,,,
1/12/2015,EV,5723,IAD,"Washington, DC",38.944533,-77.455811,VA,PVD,"Providence, RI",RI,1234,1229,0,0,13,1242,1342,3,1357,1345,-12,0,0,0,83,76,372,,,,,
1/12/2015,EV,5723,PIT,"Pittsburgh, PA",40.491467,-80.232872,PA,IAD,"Washington, DC",VA,1011,,,,,,,,1118,,,,1,0,67,,182,,,,,
1/12/2015,EV,5724,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1655,1858,123,1,25,1923,2058,7,1850,2105,135,135,0,0,115,127,534,1,0,134,0,0
1/12/2015,EV,5724,PIT,"Pittsburgh, PA",40.491467,-80.232872,PA,IAD,"Washington, DC",VA,1438,1433,0,0,12,1445,1528,8,1545,1536,-9,0,0,0,67,63,182,,,,,
1/12/2015,EV,5730,IAD,"Washington, DC",38.944533,-77.455811,VA,LGA,"New York, NY",NY,1712,1744,32,1,26,1810,1853,5,1841,1858,17,17,0,0,89,74,229,0,0,17,0,0
1/12/2015,EV,5730,PVD,"Providence, RI",41.732581,-71.420383,RI,IAD,"Washington, DC",VA,1427,1421,0,0,10,1431,1547,4,1605,1551,-14,0,0,0,98,90,372,,,,,
1/12/2015,EV,5731,IAD,"Washington, DC",38.944533,-77.455811,VA,CAE,"Columbia, SC",SC,1701,1656,0,0,23,1719,1827,4,1830,1831,1,1,0,0,89,95,401,,,,,
1/12/2015,EV,5731,LGA,"New York, NY",40.777245,-73.872608,NY,IAD,"Washington, DC",VA,1433,1505,32,1,16,1521,1614,6,1557,1620,23,23,0,0,84,75,229,0,0,0,0,23
1/12/2015,EV,5732,CAE,"Columbia, SC",33.938833,-81.119528,SC,IAD,"Washington, DC",VA,1912,1857,0,0,11,1908,2003,10,2039,2013,-26,0,0,0,87,76,401,,,,,
1/12/2015,EV,5732,IAD,"Washington, DC",38.944533,-77.455811,VA,BDL,"Hartford, CT",CT,2157,2155,0,0,13,2208,2255,6,2315,2301,-14,0,0,0,78,66,326,,,,,
1/12/2015,EV,5733,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1921,2130,129,1,14,2144,2254,5,2110,2259,109,109,0,0,109,89,534,0,0,0,0,109
1/12/2015,EV,5735,IAD,"Washington, DC",38.944533,-77.455811,VA,PIT,"Pittsburgh, PA",PA,2150,2207,17,1,23,2230,2303,5,2251,2308,17,17,0,0,61,61,182,0,0,0,0,17
1/12/2015,EV,5736,IAD,"Washington, DC",38.944533,-77.455811,VA,LGA,"New York, NY",NY,816,826,10,0,16,842,926,4,936,930,-6,0,0,0,80,64,229,,,,,
1/12/2015,EV,5737,CAE,"Columbia, SC",33.938833,-81.119528,SC,IAD,"Washington, DC",VA,1432,1431,0,0,8,1439,1545,4,1559,1549,-10,0,0,0,87,78,401,,,,,
1/12/2015,EV,5737,IAD,"Washington, DC",38.944533,-77.455811,VA,PVD,"Providence, RI",RI,1712,1712,0,0,25,1737,1835,4,1835,1839,4,4,0,0,83,87,372,,,,,
1/12/2015,EV,5741,CAE,"Columbia, SC",33.938833,-81.119528,SC,IAD,"Washington, DC",VA,935,933,0,0,12,945,1045,4,1102,1049,-13,0,0,0,87,76,401,,,,,
1/12/2015,EV,5742,IAD,"Washington, DC",38.944533,-77.455811,VA,LGA,"New York, NY",NY,2153,2206,13,0,34,2240,2324,5,2302,2329,27,27,0,0,69,83,229,6,7,14,0,0
1/12/2015,EV,6049,EWR,"Newark, NJ",40.6925,-74.168667,NJ,IAD,"Washington, DC",VA,1935,1933,0,0,22,1955,2049,7,2057,2056,-1,0,0,0,82,83,212,,,,,
1/12/2015,EV,6055,IAD,"Washington, DC",38.944533,-77.455811,VA,SYR,"Syracuse, NY",NY,2158,2223,25,1,14,2237,2324,8,2317,2332,15,15,0,0,79,69,296,0,0,15,0,0
1/12/2015,EV,6055,ROC,"Rochester, NY",43.118866,-77.672389,NY,IAD,"Washington, DC",VA,1927,1919,0,0,24,1943,2044,8,2044,2052,8,8,0,0,77,93,288,,,,,
1/12/2015,EV,6132,ORD,"Chicago, IL",41.978603,-87.904842,IL,ORF,"Norfolk, VA",VA,1320,1325,5,0,25,1350,1645,2,1627,1647,20,20,0,0,127,142,717,5,0,15,0,0
1/12/2015,EV,6015,EWR,"Newark, NJ",40.6925,-74.168667,NJ,IAD,"Washington, DC",VA,1015,,,,,,,,1126,,,,1,0,71,,212,,,,,
1/12/2015,EV,6015,IAD,"Washington, DC",38.944533,-77.455811,VA,GSO,"Greensboro/High Point, NC",NC,1230,,,,,,,,1337,,,,1,0,67,,239,,,,,
1/12/2015,EV,6138,GSO,"Greensboro/High Point, NC",36.09775,-79.937306,NC,IAD,"Washington, DC",VA,1428,,,,,,,,1537,,,,1,0,69,,239,,,,,
1/12/2015,EV,6141,GSO,"Greensboro/High Point, NC",36.09775,-79.937306,NC,IAD,"Washington, DC",VA,1915,1915,0,0,12,1927,2007,10,2024,2017,-7,0,0,0,69,62,239,,,,,
1/12/2015,EV,6166,BUF,"Buffalo, NY",42.940525,-78.732167,NY,IAD,"Washington, DC",VA,1433,,,,,,,,1551,,,,1,0,78,,283,,,,,
1/12/2015,EV,6166,IAD,"Washington, DC",38.944533,-77.455811,VA,ROC,"Rochester, NY",NY,1721,1747,26,1,13,1800,1843,7,1839,1850,11,11,0,0,78,63,288,,,,,
1/12/2015,EV,6176,IAD,"Washington, DC",38.944533,-77.455811,VA,EWR,"Newark, NJ",NJ,814,,,,,,,,921,,,,1,0,67,,212,,,,,
1/12/2015,F9,722,DEN,"Denver, CO",39.861656,-104.673178,CO,DCA,"Washington, DC",VA,745,736,0,0,8,744,1230,5,1252,1235,-17,0,0,0,187,179,1476,,,,,
1/12/2015,F9,723,DCA,"Washington, DC",38.852083,-77.037722,VA,DEN,"Denver, CO",CO,1332,1322,0,0,9,1331,1501,8,1534,1509,-25,0,0,0,242,227,1476,,,,,
1/12/2015,F9,720,DEN,"Denver, CO",39.861656,-104.673178,CO,DCA,"Washington, DC",VA,1650,1649,0,0,10,1659,2203,7,2157,2210,13,13,0,0,187,201,1476,,,,,
1/12/2015,EV,6074,ROC,"Rochester, NY",43.118866,-77.672389,NY,IAD,"Washington, DC",VA,545,533,0,0,24,557,650,9,707,659,-8,0,0,0,82,86,288,,,,,
1/12/2015,EV,6177,EWR,"Newark, NJ",40.6925,-74.168667,NJ,IAD,"Washington, DC",VA,606,,,,,,,,725,,,,1,0,79,,212,,,,,
1/12/2015,EV,6178,IAD,"Washington, DC",38.944533,-77.455811,VA,EWR,"Newark, NJ",NJ,1234,1250,16,1,14,1304,1349,7,1359,1356,-3,0,0,0,85,66,212,,,,,
1/12/2015,EV,6180,IAD,"Washington, DC",38.944533,-77.455811,VA,EWR,"Newark, NJ",NJ,2152,2320,88,1,12,2332,15,6,2259,21,82,82,0,0,67,61,212,0,0,0,0,82
1/12/2015,EV,6181,BTV,"Burlington, VT",44.471861,-73.153278,VT,IAD,"Washington, DC",VA,545,549,4,0,24,613,734,9,731,743,12,12,0,0,106,114,441,,,,,
1/12/2015,EV,6182,BDL,"Hartford, CT",41.938889,-72.683222,CT,IAD,"Washington, DC",VA,1926,1917,0,0,13,1930,2040,11,2056,2051,-5,0,0,0,90,94,326,,,,,
1/12/2015,EV,6182,IAD,"Washington, DC",38.944533,-77.455811,VA,ORF,"Norfolk, VA",VA,2152,2158,6,0,21,2219,2259,6,2253,2305,12,12,0,0,61,67,157,,,,,
1/12/2015,F9,718,DEN,"Denver, CO",39.861656,-104.673178,CO,DCA,"Washington, DC",VA,1130,1123,0,0,12,1135,1637,5,1639,1642,3,3,0,0,189,199,1476,,,,,
1/12/2015,F9,719,DCA,"Washington, DC",38.852083,-77.037722,VA,DEN,"Denver, CO",CO,1725,1722,0,0,14,1736,1906,10,1927,1916,-11,0,0,0,242,234,1476,,,,,
1/12/2015,F9,1326,LAS,"Las Vegas, NV",36.080056,-115.15225,NV,IAD,"Washington, DC",VA,2255,2303,8,0,13,2316,614,6,615,620,5,5,0,0,260,257,2065,,,,,
1/12/2015,F9,1356,IAD,"Washington, DC",38.944533,-77.455811,VA,TPA,"Tampa, FL",FL,835,844,9,0,20,904,1114,7,1105,1121,16,16,0,0,150,157,811,9,0,7,0,0
1/12/2015,F9,1355,TPA,"Tampa, FL",27.975472,-82.53325,FL,IAD,"Washington, DC",VA,1145,1151,6,0,23,1214,1403,9,1355,1412,17,17,0,0,130,141,811,0,0,11,0,6
1/12/2015,F9,1332,IAD,"Washington, DC",38.944533,-77.455811,VA,MCO,"Orlando, FL",FL,1515,1505,0,0,15,1520,1751,15,1740,1806,26,26,0,0,145,181,758,0,0,26,0,0
1/12/2015,F9,1331,MCO,"Orlando, FL",28.429394,-81.308994,FL,IAD,"Washington, DC",VA,1820,1842,22,1,19,1901,2037,8,2025,2045,20,20,0,0,125,123,758,0,0,20,0,0
1/12/2015,F9,1325,IAD,"Washington, DC",38.944533,-77.455811,VA,LAS,"Las Vegas, NV",NV,2120,2124,4,0,15,2139,2330,26,2335,2356,21,21,0,0,315,332,2065,0,0,21,0,0
1/12/2015,F9,1344,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,820,855,35,1,14,909,944,15,925,959,34,34,0,0,125,124,589,12,0,22,0,0
1/12/2015,F9,1343,ORD,"Chicago, IL",41.978603,-87.904842,IL,IAD,"Washington, DC",VA,1250,1622,212,1,23,1645,1905,7,1540,1912,212,212,0,0,110,110,589,17,0,183,0,12
1/12/2015,F9,1322,IAD,"Washington, DC",38.944533,-77.455811,VA,FLL,"Fort Lauderdale, FL",FL,1620,1944,204,1,13,1957,2226,5,1910,2231,201,201,0,0,170,167,901,0,0,172,0,29
1/12/2015,F9,1321,FLL,"Fort Lauderdale, FL",26.072583,-80.15275,FL,IAD,"Washington, DC",VA,1950,2311,201,1,15,2326,121,9,2215,130,195,195,0,0,145,139,901,0,0,166,0,29
1/12/2015,F9,1348,IAD,"Washington, DC",38.944533,-77.455811,VA,RSW,"Fort Myers, FL",FL,605,556,0,0,17,613,838,8,855,846,-9,0,0,0,170,170,891,,,,,
1/12/2015,F9,1347,RSW,"Fort Myers, FL",26.536167,-81.755167,FL,IAD,"Washington, DC",VA,935,923,0,0,10,933,1135,8,1155,1143,-12,0,0,0,140,140,891,,,,,
1/12/2015,F9,1369,IAD,"Washington, DC",38.944533,-77.455811,VA,PBI,"West Palm Beach/Palm Beach, FL",FL,1235,1225,0,0,13,1238,1457,4,1515,1501,-14,0,0,0,160,156,859,,,,,
1/12/2015,F9,1370,PBI,"West Palm Beach/Palm Beach, FL",26.683161,-80.095589,FL,IAD,"Washington, DC",VA,1555,1553,0,0,9,1602,1753,10,1815,1803,-12,0,0,0,140,130,859,,,,,
1/12/2015,F9,1300,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1855,1854,0,0,19,1913,2050,8,2045,2058,13,13,0,0,110,124,534,,,,,
1/12/2015,F9,1301,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,2125,2137,12,0,15,2152,2303,8,2310,2311,1,1,0,0,105,94,534,,,,,
1/12/2015,F9,721,DCA,"Washington, DC",38.852083,-77.037722,VA,DEN,"Denver, CO",CO,715,659,0,0,8,707,845,10,919,855,-24,0,0,0,244,236,1476,,,,,
1/12/2015,MQ,2904,ORD,"Chicago, IL",41.978603,-87.904842,IL,RIC,"Richmond, VA",VA,1525,1623,58,1,47,1710,1945,5,1818,1950,92,92,0,0,113,147,642,0,0,54,0,38
1/12/2015,MQ,2904,RIC,"Richmond, VA",37.505167,-77.319667,VA,ORD,"Chicago, IL",IL,1845,2027,102,1,8,2035,2129,79,2014,2248,154,154,0,0,149,201,642,12,0,52,0,90
1/12/2015,MQ,2981,ORD,"Chicago, IL",41.978603,-87.904842,IL,RIC,"Richmond, VA",VA,745,753,8,0,55,848,1122,5,1041,1127,46,46,0,0,116,154,642,0,8,38,0,0
1/12/2015,MQ,2981,RIC,"Richmond, VA",37.505167,-77.319667,VA,ORD,"Chicago, IL",IL,1106,1154,48,1,18,1212,1301,11,1230,1312,42,42,0,0,144,138,642,0,2,0,0,40
1/12/2015,MQ,3131,RIC,"Richmond, VA",37.505167,-77.319667,VA,ORD,"Chicago, IL",IL,600,617,17,1,,,,,730,,,,1,0,150,,642,,,,,
1/12/2015,MQ,3121,JFK,"New York, NY",40.639751,-73.778925,NY,DCA,"Washington, DC",VA,2145,2246,61,1,15,2301,2352,7,2302,2359,57,57,0,0,77,73,213,0,0,0,0,57
1/12/2015,MQ,3169,JFK,"New York, NY",40.639751,-73.778925,NY,ORF,"Norfolk, VA",VA,1530,1600,30,1,37,1637,1741,3,1705,1744,39,39,0,0,95,104,290,0,4,9,0,26
1/12/2015,MQ,3365,JFK,"New York, NY",40.639751,-73.778925,NY,DCA,"Washington, DC",VA,1729,1911,102,1,15,1926,2027,2,1850,2029,99,99,0,0,81,78,213,0,0,0,0,99
