FL_DATE,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,LAT,LONG,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1/5/2015,UA,208,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,1409,1409,0,0,9,1418,1624,8,1642,1632,-10,0,0,0,213,203,1208,,,,,
1/5/2015,UA,217,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,910,906,0,0,13,919,1156,5,1209,1201,-8,0,0,0,359,355,2419,,,,,
1/5/2015,UA,221,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,2155,2152,0,0,41,2233,2317,90,2256,47,111,111,0,0,121,235,589,0,0,111,0,0
1/5/2015,UA,226,IAD,"Washington, DC",38.944533,-77.455811,VA,LAS,"Las Vegas, NV",NV,2200,2206,6,0,15,2221,26,6,20,32,12,12,0,0,320,326,2065,,,,,
1/5/2015,UA,229,IAD,"Washington, DC",38.944533,-77.455811,VA,SAN,"San Diego, CA",CA,810,816,6,0,14,830,1035,3,1055,1038,-17,0,0,0,345,322,2253,,,,,
1/5/2015,UA,231,IAD,"Washington, DC",38.944533,-77.455811,VA,SAN,"San Diego, CA",CA,1426,1425,0,0,13,1438,1642,3,1713,1645,-28,0,0,0,347,320,2253,,,,,
1/5/2015,UA,249,IAD,"Washington, DC",38.944533,-77.455811,VA,IAH,"Houston, TX",TX,1720,2116,236,1,13,2129,2314,7,1941,2321,220,220,0,0,201,185,1190,220,0,0,0,0
1/5/2015,UA,250,PDX,"Portland, OR",45.588722,-122.5975,OR,IAD,"Washington, DC",VA,811,845,34,1,9,854,1550,5,1603,1555,-8,0,0,0,292,250,2327,,,,,
1/5/2015,UA,260,IAD,"Washington, DC",38.944533,-77.455811,VA,MCO,"Orlando, FL",FL,2209,2208,0,0,9,2217,3,7,24,10,-14,0,0,0,135,122,758,,,,,
1/5/2015,UA,260,SEA,"Seattle, WA",47.449,-122.309306,WA,IAD,"Washington, DC",VA,1315,1351,36,1,20,1411,2105,6,2109,2111,2,2,0,0,294,260,2306,,,,,
1/5/2015,UA,265,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,905,947,42,1,12,959,1309,3,1259,1312,13,13,0,0,174,145,1208,,,,,
1/5/2015,UA,282,BOS,"Boston, MA",42.364347,-71.005181,MA,IAD,"Washington, DC",VA,550,548,0,0,15,603,726,6,734,732,-2,0,0,0,104,104,413,,,,,
1/5/2015,UA,282,IAD,"Washington, DC",38.944533,-77.455811,VA,SEA,"Seattle, WA",WA,810,808,0,0,13,821,1128,6,1111,1134,23,23,0,0,361,386,2306,0,0,23,0,0
1/5/2015,UA,316,PHX,"Phoenix, AZ",33.434278,-112.011583,AZ,IAD,"Washington, DC",VA,725,722,0,0,13,735,1309,8,1333,1317,-16,0,0,0,248,235,1956,,,,,
1/5/2015,UA,324,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,1055,1103,8,0,12,1115,1830,5,1842,1835,-7,0,0,0,287,272,2288,,,,,
1/5/2015,UA,352,IAD,"Washington, DC",38.944533,-77.455811,VA,BOS,"Boston, MA",MA,2207,2212,5,0,21,2233,2332,3,2337,2335,-2,0,0,0,90,83,413,,,,,
1/5/2015,UA,357,IAD,"Washington, DC",38.944533,-77.455811,VA,SEA,"Seattle, WA",WA,1230,1258,28,1,12,1310,1612,7,1530,1619,49,49,0,0,360,381,2306,10,0,21,0,18
1/5/2015,UA,377,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1741,,,,,,,,2250,,,,1,0,189,,1452,,,,,
1/5/2015,UA,382,ORD,"Chicago, IL",41.978603,-87.904842,IL,IAD,"Washington, DC",VA,849,912,23,1,37,949,1201,7,1136,1208,32,32,0,0,107,116,589,23,0,9,0,0
1/5/2015,UA,424,TPA,"Tampa, FL",27.975472,-82.53325,FL,IAD,"Washington, DC",VA,905,859,0,0,13,912,1050,6,1120,1056,-24,0,0,0,135,117,811,,,,,
1/5/2015,UA,427,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,940,1030,50,1,9,1039,1227,8,1146,1235,49,49,0,0,246,245,1452,49,0,0,0,0
1/5/2015,UA,428,IAH,"Houston, TX",29.984433,-95.341442,TX,IAD,"Washington, DC",VA,1150,1212,22,1,13,1225,1535,9,1543,1544,1,1,0,0,173,152,1190,,,,,
1/5/2015,UA,431,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,1017,1116,59,1,10,1126,1437,6,1413,1443,30,30,0,0,176,147,1208,30,0,0,0,0
1/5/2015,UA,434,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,635,630,0,0,14,644,923,7,934,930,-4,0,0,0,359,360,2419,,,,,
1/5/2015,UA,487,LAS,"Las Vegas, NV",36.080056,-115.15225,NV,IAD,"Washington, DC",VA,1343,1347,4,0,23,1410,2100,6,2110,2106,-4,0,0,0,267,259,2065,,,,,
1/5/2015,UA,492,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,802,803,1,0,11,814,1053,4,1112,1057,-15,0,0,0,370,354,2419,,,,,
1/5/2015,UA,495,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,957,1011,14,0,17,1028,1504,3,1514,1507,-7,0,0,0,197,176,1452,,,,,
1/5/2015,UA,505,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,1901,1913,12,0,21,1934,2121,7,2106,2128,22,22,0,0,245,255,1452,12,0,10,0,0
1/5/2015,UA,511,TPA,"Tampa, FL",27.975472,-82.53325,FL,IAD,"Washington, DC",VA,1353,1416,23,1,9,1425,1600,8,1605,1608,3,3,0,0,132,112,811,,,,,
1/5/2015,UA,517,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,1659,1646,0,0,21,1707,34,7,105,41,-24,0,0,0,306,295,2419,,,,,
1/5/2015,UA,546,SAN,"San Diego, CA",32.733556,-117.189667,CA,IAD,"Washington, DC",VA,2230,2228,0,0,20,2248,555,19,607,614,7,7,0,0,277,286,2253,,,,,
1/5/2015,UA,554,SAN,"San Diego, CA",32.733556,-117.189667,CA,IAD,"Washington, DC",VA,1317,1315,0,0,18,1333,2059,7,2105,2106,1,1,0,0,288,291,2253,,,,,
1/5/2015,UA,559,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,801,759,0,0,11,810,1027,6,1034,1033,-1,0,0,0,213,214,1208,,,,,
1/5/2015,UA,560,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,1947,1941,0,0,10,1951,2226,5,2243,2231,-12,0,0,0,356,350,2419,,,,,
1/5/2015,UA,567,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,840,841,1,0,12,853,1134,13,1151,1147,-4,0,0,0,371,366,2419,,,,,
1/5/2015,UA,574,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,1155,1152,0,0,27,1219,1943,10,2004,1953,-11,0,0,0,309,301,2419,,,,,
1/5/2015,UA,576,MCO,"Orlando, FL",28.429394,-81.308994,FL,IAD,"Washington, DC",VA,1541,1556,15,1,13,1609,1741,9,1750,1750,0,0,0,0,129,114,758,,,,,
1/5/2015,UA,581,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,823,831,8,0,17,848,1327,7,1331,1334,3,3,0,0,188,183,1452,,,,,
1/5/2015,UA,606,ORD,"Chicago, IL",41.978603,-87.904842,IL,DCA,"Washington, DC",VA,2100,107,247,1,51,158,415,4,2349,419,270,270,0,0,109,132,612,0,79,23,0,168
1/5/2015,UA,612,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,1615,1844,149,1,14,1858,2027,8,1813,2035,142,142,0,0,238,231,1452,0,0,100,0,42
1/5/2015,UA,614,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,1510,1534,24,1,11,1545,1752,5,1743,1757,14,14,0,0,213,203,1208,,,,,
1/5/2015,UA,624,ORD,"Chicago, IL",41.978603,-87.904842,IL,DCA,"Washington, DC",VA,1800,1844,44,1,17,1901,2113,4,2050,2117,27,27,0,0,110,93,612,27,0,0,0,0
1/5/2015,UA,643,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,1436,,,,,,,,1636,,,,1,0,240,,1452,,,,,
1/5/2015,UA,644,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,1634,1647,13,0,10,1657,1937,6,1940,1943,3,3,0,0,366,356,2419,,,,,
1/5/2015,UA,647,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,2054,2054,0,0,12,2106,2337,5,2352,2342,-10,0,0,0,358,348,2419,,,,,
1/5/2015,UA,667,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,1658,1659,1,0,10,1709,1752,5,1819,1757,-22,0,0,0,141,118,589,,,,,
1/5/2015,UA,679,ORD,"Chicago, IL",41.978603,-87.904842,IL,IAD,"Washington, DC",VA,1809,,,,,,,,2103,,,,1,0,114,,589,,,,,
1/5/2015,UA,706,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,1455,1454,0,0,20,1514,2228,8,2252,2236,-16,0,0,0,297,282,2419,,,,,
1/5/2015,UA,735,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,1225,1224,0,0,18,1242,1430,12,1431,1442,11,11,0,0,246,258,1452,,,,,
1/5/2015,UA,738,MCO,"Orlando, FL",28.429394,-81.308994,FL,IAD,"Washington, DC",VA,1900,1909,9,0,9,1918,2053,14,2110,2107,-3,0,0,0,130,118,758,,,,,
1/5/2015,UA,778,IAD,"Washington, DC",38.944533,-77.455811,VA,MCO,"Orlando, FL",FL,1231,1254,23,1,14,1308,1503,5,1451,1508,17,17,0,0,140,134,758,17,0,0,0,0
1/5/2015,UA,786,SMF,"Sacramento, CA",38.695417,-121.590778,CA,IAD,"Washington, DC",VA,809,809,0,0,10,819,1547,5,1601,1552,-9,0,0,0,292,283,2358,,,,,
1/5/2015,UA,791,BOS,"Boston, MA",42.364347,-71.005181,MA,IAD,"Washington, DC",VA,935,937,2,0,16,953,1119,4,1119,1123,4,4,0,0,104,106,413,,,,,
1/5/2015,UA,795,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1255,1309,14,0,13,1322,1800,11,1806,1811,5,5,0,0,191,182,1452,,,,,
1/5/2015,UA,796,IAD,"Washington, DC",38.944533,-77.455811,VA,LAS,"Las Vegas, NV",NV,811,816,5,0,10,826,1023,5,1031,1028,-3,0,0,0,320,312,2065,,,,,
1/5/2015,UA,829,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,2200,2208,8,0,13,2221,57,9,107,106,-1,0,0,0,367,358,2419,,,,,
1/5/2015,UA,829,TPA,"Tampa, FL",27.975472,-82.53325,FL,IAD,"Washington, DC",VA,1849,1846,0,0,12,1858,2036,5,2105,2041,-24,0,0,0,136,115,811,,,,,
1/5/2015,UA,894,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1850,1911,21,1,11,1922,2125,17,2140,2142,2,2,0,0,350,331,2288,,,,,
1/5/2015,UA,980,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,1710,1718,8,0,13,1731,1922,9,1910,1931,21,21,0,0,240,253,1452,8,0,13,0,0
1/5/2015,UA,1004,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1220,1248,28,1,14,1302,1503,7,1514,1510,-4,0,0,0,354,322,2288,,,,,
1/5/2015,UA,1020,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,1211,1217,6,0,10,1227,1454,5,1443,1459,16,16,0,0,212,222,1208,6,0,10,0,0
1/5/2015,UA,1024,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,2230,2254,24,1,23,2317,633,9,641,642,1,1,0,0,311,288,2419,,,,,
1/5/2015,UA,1026,IAD,"Washington, DC",38.944533,-77.455811,VA,IAH,"Houston, TX",TX,535,540,5,0,10,550,744,8,802,752,-10,0,0,0,207,192,1190,,,,,
1/5/2015,UA,1058,BOS,"Boston, MA",42.364347,-71.005181,MA,IAD,"Washington, DC",VA,1907,1931,24,1,10,1941,2058,8,2052,2106,14,14,0,0,105,95,413,,,,,
1/5/2015,UA,1058,IAD,"Washington, DC",38.944533,-77.455811,VA,IAH,"Houston, TX",TX,2155,2216,21,1,12,2228,24,9,28,33,5,5,0,0,213,197,1190,,,,,
1/5/2015,UA,1060,SFO,"San Francisco, CA",37.618972,-122.374889,CA,DCA,"Washington, DC",VA,1347,1350,3,0,14,1404,2136,3,2150,2139,-11,0,0,0,303,289,2442,,,,,
1/5/2015,UA,1073,DCA,"Washington, DC",38.852083,-77.037722,VA,ORD,"Chicago, IL",IL,745,826,41,1,10,836,927,28,856,955,59,59,0,0,131,149,612,41,0,18,0,0
1/5/2015,UA,1100,SEA,"Seattle, WA",47.449,-122.309306,WA,IAD,"Washington, DC",VA,2338,142,124,1,13,155,844,16,726,900,94,94,0,0,288,258,2306,16,0,0,0,78
1/5/2015,UA,1133,IAD,"Washington, DC",38.944533,-77.455811,VA,EWR,"Newark, NJ",NJ,2150,2305,75,1,10,2315,2354,10,2256,4,68,68,0,0,66,59,212,0,0,0,0,68
1/5/2015,UA,1143,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,1251,1259,8,0,14,1313,1358,8,1401,1406,5,5,0,0,130,127,589,,,,,
1/5/2015,UA,1144,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,805,812,7,0,10,822,1003,21,1011,1024,13,13,0,0,246,252,1452,,,,,
1/5/2015,UA,1145,RIC,"Richmond, VA",37.505167,-77.319667,VA,ORD,"Chicago, IL",IL,958,1143,105,1,11,1154,1248,6,1111,1254,103,103,0,0,133,131,642,103,0,0,0,0
1/5/2015,UA,1153,ORD,"Chicago, IL",41.978603,-87.904842,IL,RIC,"Richmond, VA",VA,1940,2039,59,1,26,2105,2323,7,2244,2330,46,46,0,0,124,111,642,40,0,0,0,6
1/5/2015,UA,1167,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,820,828,8,0,12,840,1017,11,1022,1028,6,6,0,0,242,240,1452,,,,,
1/5/2015,UA,1168,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,1900,2017,77,1,16,2033,2219,6,2131,2225,54,54,0,0,211,188,1208,41,0,0,0,13
1/5/2015,UA,1168,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,1250,1256,6,0,22,1318,1627,6,1643,1633,-10,0,0,0,173,157,1208,,,,,
1/5/2015,UA,1170,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,948,955,7,0,9,1004,1050,16,1054,1106,12,12,0,0,126,131,589,,,,,
1/5/2015,UA,1171,IAD,"Washington, DC",38.944533,-77.455811,VA,ORD,"Chicago, IL",IL,800,758,0,0,12,810,855,8,910,903,-7,0,0,0,130,125,589,,,,,
1/5/2015,UA,1172,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,730,729,0,0,21,750,1103,4,1126,1107,-19,0,0,0,176,158,1208,,,,,
1/5/2015,UA,1181,IAD,"Washington, DC",38.944533,-77.455811,VA,PHX,"Phoenix, AZ",AZ,1815,1822,7,0,15,1837,2106,6,2130,2112,-18,0,0,0,315,290,1956,,,,,
1/5/2015,UA,1181,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,932,933,1,0,23,956,1718,6,1720,1724,4,4,0,0,288,291,2288,,,,,
1/5/2015,UA,1182,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1501,1458,0,0,11,1509,1705,12,1750,1717,-33,0,0,0,349,319,2288,,,,,
1/5/2015,UA,1190,IAD,"Washington, DC",38.944533,-77.455811,VA,TPA,"Tampa, FL",FL,2158,2159,1,0,9,2208,3,6,19,9,-10,0,0,0,141,130,811,,,,,
1/5/2015,UA,1190,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,1303,1309,6,0,15,1324,2047,7,2100,2054,-6,0,0,0,297,285,2288,,,,,
1/5/2015,UA,1208,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1947,1945,0,0,13,1958,2154,27,2240,2221,-19,0,0,0,353,336,2288,,,,,
1/5/2015,UA,1208,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,1040,1048,8,0,16,1104,1833,12,1847,1845,-2,0,0,0,307,297,2419,,,,,
1/5/2015,UA,1227,IAH,"Houston, TX",29.984433,-95.341442,TX,IAD,"Washington, DC",VA,1300,1318,18,1,14,1332,1644,10,1657,1654,-3,0,0,0,177,156,1190,,,,,
1/5/2015,UA,1234,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,1735,1737,2,0,13,1750,2011,6,2020,2017,-3,0,0,0,345,340,2419,,,,,
1/5/2015,UA,1234,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,735,733,0,0,13,746,1509,7,1521,1516,-5,0,0,0,286,283,2288,,,,,
1/5/2015,UA,1249,IAD,"Washington, DC",38.944533,-77.455811,VA,BOS,"Boston, MA",MA,1655,1712,17,1,11,1723,1824,4,1827,1828,1,1,0,0,92,76,413,,,,,
1/5/2015,UA,1249,ORD,"Chicago, IL",41.978603,-87.904842,IL,IAD,"Washington, DC",VA,1310,1311,1,0,19,1330,1545,7,1610,1552,-18,0,0,0,120,101,589,,,,,
1/5/2015,UA,1252,IAH,"Houston, TX",29.984433,-95.341442,TX,IAD,"Washington, DC",VA,725,731,6,0,23,754,1106,7,1120,1113,-7,0,0,0,175,162,1190,,,,,
1/5/2015,UA,1253,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,1604,1610,6,0,26,1636,2350,7,2346,2357,11,11,0,0,282,287,2288,,,,,
1/5/2015,UA,1269,IAD,"Washington, DC",38.944533,-77.455811,VA,SAN,"San Diego, CA",CA,1825,1833,8,0,8,1841,2117,3,2111,2120,9,9,0,0,346,347,2253,,,,,
1/5/2015,UA,1269,MCO,"Orlando, FL",28.429394,-81.308994,FL,IAD,"Washington, DC",VA,1359,1423,24,1,9,1432,1606,5,1610,1611,1,1,0,0,131,108,758,,,,,
1/5/2015,UA,1401,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,1425,1514,49,1,12,1526,1840,4,1814,1844,30,30,0,0,169,150,1208,30,0,0,0,0
1/5/2015,UA,1424,IAD,"Washington, DC",38.944533,-77.455811,VA,SMF,"Sacramento, CA",CA,2150,2208,18,1,10,2218,51,5,46,56,10,10,0,0,356,348,2358,,,,,
1/5/2015,UA,1429,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,2205,2205,0,0,14,2219,535,17,550,552,2,2,0,0,285,287,2288,,,,,
1/5/2015,UA,1430,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,1728,1723,0,0,11,1734,1951,8,2002,1959,-3,0,0,0,214,216,1208,,,,,
1/5/2015,UA,1454,IAD,"Washington, DC",38.944533,-77.455811,VA,SFO,"San Francisco, CA",CA,1220,1224,4,0,13,1237,1526,7,1527,1533,6,6,0,0,367,369,2419,,,,,
1/5/2015,UA,1454,MCO,"Orlando, FL",28.429394,-81.308994,FL,IAD,"Washington, DC",VA,910,910,0,0,12,922,1056,7,1117,1103,-14,0,0,0,127,113,758,,,,,
1/5/2015,UA,1459,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,1545,1611,26,1,16,1627,1936,3,1938,1939,1,1,0,0,173,148,1208,,,,,
1/5/2015,UA,1479,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1106,1147,41,1,12,1159,1639,7,1620,1646,26,26,0,0,194,179,1452,24,0,0,0,2
1/5/2015,UA,1480,IAD,"Washington, DC",38.944533,-77.455811,VA,MCO,"Orlando, FL",FL,1727,1806,39,1,14,1820,2012,8,1946,2020,34,34,0,0,139,134,758,10,0,0,0,24
1/5/2015,UA,1480,SEA,"Seattle, WA",47.449,-122.309306,WA,IAD,"Washington, DC",VA,610,606,0,0,16,622,1319,9,1404,1328,-36,0,0,0,294,262,2306,,,,,
1/5/2015,UA,1481,IAD,"Washington, DC",38.944533,-77.455811,VA,SJU,"San Juan, PR",PR,820,847,27,1,23,910,1328,5,1304,1333,29,29,0,0,224,226,1571,27,0,2,0,0
1/5/2015,UA,1491,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1120,1207,47,1,15,1222,1702,7,1634,1709,35,35,0,0,194,182,1452,34,0,0,0,1
1/5/2015,UA,1497,IAD,"Washington, DC",38.944533,-77.455811,VA,PDX,"Portland, OR",OR,1729,1749,20,1,20,1809,2114,6,2023,2120,57,57,0,0,354,391,2327,18,0,37,0,2
1/5/2015,UA,1503,IAH,"Houston, TX",29.984433,-95.341442,TX,IAD,"Washington, DC",VA,1900,1910,10,0,18,1928,2238,6,2259,2244,-15,0,0,0,179,154,1190,,,,,
1/5/2015,UA,1509,IAD,"Washington, DC",38.944533,-77.455811,VA,IAH,"Houston, TX",TX,808,805,0,0,13,818,1020,7,1036,1027,-9,0,0,0,208,202,1190,,,,,
1/5/2015,UA,1540,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,545,545,0,0,10,555,806,11,814,817,3,3,0,0,209,212,1208,,,,,
1/5/2015,UA,1541,IAH,"Houston, TX",29.984433,-95.341442,TX,DCA,"Washington, DC",VA,1900,1903,3,0,14,1917,2231,4,2253,2235,-18,0,0,0,173,152,1208,,,,,
1/5/2015,UA,1552,ORD,"Chicago, IL",41.978603,-87.904842,IL,IAD,"Washington, DC",VA,1615,1623,8,0,15,1638,1853,11,1913,1904,-9,0,0,0,118,101,589,,,,,
1/5/2015,UA,1556,DEN,"Denver, CO",39.861656,-104.673178,CO,DCA,"Washington, DC",VA,956,1012,16,1,15,1027,1509,4,1513,1513,0,0,0,0,197,181,1476,,,,,
1/5/2015,UA,1566,IAD,"Washington, DC",38.944533,-77.455811,VA,MCO,"Orlando, FL",FL,816,817,1,0,11,828,1029,11,1035,1040,5,5,0,0,139,143,758,,,,,
1/5/2015,UA,1568,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,1305,1319,14,0,17,1336,2055,18,2104,2113,9,9,0,0,299,294,2419,,,,,
1/5/2015,UA,1569,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1720,1730,10,0,13,1743,1943,25,2008,2008,0,0,0,0,348,338,2288,,,,,
1/5/2015,UA,1569,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,745,742,0,0,13,755,1525,15,1544,1540,-4,0,0,0,299,298,2419,,,,,
1/5/2015,UA,1573,IAD,"Washington, DC",38.944533,-77.455811,VA,TPA,"Tampa, FL",FL,1752,1802,10,0,11,1813,2012,7,2017,2019,2,2,0,0,145,137,811,,,,,
1/5/2015,UA,1573,SAN,"San Diego, CA",32.733556,-117.189667,CA,IAD,"Washington, DC",VA,745,746,1,0,17,803,1518,8,1531,1526,-5,0,0,0,286,280,2253,,,,,
1/5/2015,UA,1574,SJU,"San Juan, PR",18.439417,-66.001833,PR,IAD,"Washington, DC",VA,1731,1744,13,0,15,1759,2025,7,2036,2032,-4,0,0,0,245,228,1571,,,,,
1/5/2015,UA,1597,IAD,"Washington, DC",38.944533,-77.455811,VA,BOS,"Boston, MA",MA,823,830,7,0,21,851,949,5,950,954,4,4,0,0,87,84,413,,,,,
1/5/2015,UA,1609,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,2302,2325,23,1,14,2339,658,13,645,711,26,26,0,0,283,286,2288,23,0,3,0,0
1/5/2015,UA,1615,IAD,"Washington, DC",38.944533,-77.455811,VA,SEA,"Seattle, WA",WA,1741,1742,1,0,13,1755,2052,11,2041,2103,22,22,0,0,360,381,2306,0,0,22,0,0
1/5/2015,UA,1615,SFO,"San Francisco, CA",37.618972,-122.374889,CA,IAD,"Washington, DC",VA,841,843,2,0,12,855,1618,6,1640,1624,-16,0,0,0,299,281,2419,,,,,
1/5/2015,UA,1623,IAD,"Washington, DC",38.944533,-77.455811,VA,DEN,"Denver, CO",CO,2204,2243,39,1,10,2253,27,7,3,34,31,31,0,0,239,231,1452,31,0,0,0,0
1/5/2015,UA,1648,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,2210,2215,5,0,12,2227,43,12,104,55,-9,0,0,0,354,340,2288,,,,,
1/5/2015,UA,1652,LAX,"Los Angeles, CA",33.942536,-118.408075,CA,IAD,"Washington, DC",VA,2338,2346,8,0,19,5,724,11,721,735,14,14,0,0,283,289,2288,,,,,
1/5/2015,UA,1657,DCA,"Washington, DC",38.852083,-77.037722,VA,IAH,"Houston, TX",TX,700,711,11,0,9,720,935,9,933,944,11,11,0,0,213,213,1208,,,,,
1/5/2015,UA,1662,DCA,"Washington, DC",38.852083,-77.037722,VA,SFO,"San Francisco, CA",CA,830,849,19,1,19,908,1148,12,1152,1200,8,8,0,0,382,371,2442,,,,,
1/5/2015,UA,1675,IAH,"Houston, TX",29.984433,-95.341442,TX,IAD,"Washington, DC",VA,1709,1737,28,1,18,1755,2107,10,2107,2117,10,10,0,0,178,160,1190,,,,,
1/5/2015,UA,1696,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,900,916,16,1,10,926,1137,7,1154,1144,-10,0,0,0,354,328,2288,,,,,
1/5/2015,UA,1703,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,830,926,56,1,34,1000,1208,7,1110,1215,65,65,0,0,340,349,2288,56,0,9,0,0
1/5/2015,UA,1708,IAD,"Washington, DC",38.944533,-77.455811,VA,LAX,"Los Angeles, CA",CA,1630,1642,12,0,12,1654,1853,30,1915,1923,8,8,0,0,345,341,2288,,,,,
1/5/2015,UA,1733,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1949,2012,23,1,12,2024,54,7,59,101,2,2,0,0,190,169,1452,,,,,
1/5/2015,UA,1740,DEN,"Denver, CO",39.861656,-104.673178,CO,IAD,"Washington, DC",VA,1531,1603,32,1,17,1620,2057,7,2040,2104,24,24,0,0,189,181,1452,24,0,0,0,0
